name,domain,website_url,careers_url,sequoia_jobs_url,sequoia_portfolio_url,linkedin_url,twitter_url,github_url,facebook_url,instagram_url,youtube_url,all_social_links,ats_platform,total_jobs,num_remote_jobs,logo_url,linkedin_logo_url,industries,markets,office_locations,stages,staff_count,email_domains,investors,founded,crunchbase_url,org_type,description,slug,id
Faire,faire.com,https://faire.com,https://jobs.sequoiacap.com/companies/faire,https://jobs.sequoiacap.com/companies/faire,https://www.sequoiacap.com/companies/faire/,https://www.linkedin.com/company/18013280,https://twitter.com/faire_wholesale,,https://www.facebook.com/fairewholesale/,,,https://www.linkedin.com/company/18013280 | https://twitter.com/faire_wholesale | https://www.facebook.com/fairewholesale/,,0,0,,,"E-Commerce, Marketplace, Retail, Retail Technology, Wholesale",,"Amsterdam, Netherlands, Toronto, ON, Canada, Salt Lake City, UT, USA, Atlanta, GA, USA, London, UK, San Francisco, CA, USA, Los Angeles, CA, USA, New York, NY, USA, São Paulo, SP, Brazil, 1410 Waterloo, Belgium, Waterloo, ON, Canada",other,1076,,,2017,https://www.crunchbase.com/organization/faire-wholesale,private,"Faire is a two-sided marketplace and wholesale platform that helps retailers find and buy unique wholesale merchandise for their stores while helping brands and makers reach local retailers. Faire offers business owners a toolkit of simple tech, data insights, financial terms, and logistics solutions to support the future of local retail. Faire's net 60 payment terms and free returns take the risk out of the wholesale business so that local retailers and independent brands can compete with big-box and eCommerce giants.  Faire is headquartered in San Francisco, California, United States, and Kitchener, Ontario, Canada.",faire,14759
Farther Finance,farther.com,https://farther.com,https://jobs.sequoiacap.com/companies/farther-finance-2,https://jobs.sequoiacap.com/companies/farther-finance-2,https://www.sequoiacap.com/companies/farther-finance-2/,https://www.linkedin.com/company/18914364,https://twitter.com/fartherfinance,,https://facebook.com/fartherfinance,,,https://www.linkedin.com/company/18914364 | https://twitter.com/fartherfinance | https://facebook.com/fartherfinance,,0,0,,,"Consulting, Finance, Financial Services, Fintech, Wealth Management",,"New York, NY, USA, San Francisco, CA, USA, Union Square, New York, NY, USA",series_d,455,,,2019,https://crunchbase.com/organization/farther-finance,private,"Farther is a wealth management company that combines financial advisory services with a proprietary technology platform designed to support investment management, financial planning, and tax optimization. The company provides clients with a centralized system for viewing and managing financial accounts, documents, portfolios, and cash management activities in one place. Farther offers services that include portfolio management, retirement planning, estate planning, business planning, and access to private market investment opportunities through its advisory and asset management teams. Its platform is designed to help advisors automate administrative processes, improve operational efficiency, and deliver customized investment strategies supported by data and analytics. The company also works with high-net-worth individuals, families, entrepreneurs, and institutions by providing integrated financial planning and investment management services tailored to varying levels of financial complexity.",farther-finance-2,79085
Fernish,fernish.com,https://fernish.com,https://jobs.sequoiacap.com/companies/fernish-com,https://jobs.sequoiacap.com/companies/fernish-com,https://www.sequoiacap.com/companies/fernish-com/,https://www.linkedin.com/company/18572388,https://twitter.com/fernishliving,,https://facebook.com/fernishliving,,,https://www.linkedin.com/company/18572388 | https://twitter.com/fernishliving | https://facebook.com/fernishliving,,0,0,,,"E-Commerce, Furniture, Interior Design, Lifestyle",,"Outpost Estates, Los Angeles, CA, USA, Calabasas, CA, USA, Los Angeles, CA, USA, United States, Carson, CA, USA","other, acquisition",16,,,2017,https://crunchbase.com/organization/fernish,private,"Fernish is a furniture rental startup company that provides furniture as a subscription model to consumers living a mobile lifestyle.   The company seeks to redefine the way the market sees furniture rental by positioning itself as a lifestyle brand. It offers a rent-to-own program that allows subscribers to apply their previous payments towards the cost of the piece or pieces they want to buy at the end of their subscription. Users are allowed to subscribe to an entire room or specific pieces and can even swap out things they don’t like or simply want to change up at any point.  Founders Michael Barlow and Lucas Dickey launched the company in Los Angeles, California, in 2017.",fernish-com,25167
Finnt,finnt.com,https://finnt.com,https://jobs.sequoiacap.com/companies/finnt,https://jobs.sequoiacap.com/companies/finnt,https://www.sequoiacap.com/companies/finnt/,https://www.linkedin.com/company/finnt-official,https://twitter.com/finnt_app,,,,,https://www.linkedin.com/company/finnt-official | https://twitter.com/finnt_app,,0,0,,,"Artificial Intelligence (AI), B2B, Finance, Financial Services, SaaS",,"Silver Bluff Estates, Miami, FL, USA, U.S. Air Force Academy, CO, USA, San Francisco, CA, USA, Four States, WV, USA, North Miami, FL, USA, Miami, FL, USA",seed,3,,,2022,https://crunchbase.com/organization/finnt,private,"Finnt automates manual Accounting & Controllership workflows for enterprise finance teams. Our AI agents work 24/7 with your existing formats (Excel, PDFs, ERPs) to handle journal entries, reconciliations, revenue recognition, fixed assets, and variance analysis. We specialize in exception handling, reducing month-end close time, and freeing teams from repetitive tasks. Fortune 500 companies trust Finnt to streamline finance operations with AI.",finnt,79379
Fireflies.ai,fireflies.ai,https://fireflies.ai,https://jobs.sequoiacap.com/companies/fireflies-ai,https://jobs.sequoiacap.com/companies/fireflies-ai,https://www.sequoiacap.com/companies/fireflies-ai/,https://www.linkedin.com/company/10931378,https://twitter.com/firefliesai,,https://www.facebook.com/firefliesapp,,,https://www.linkedin.com/company/10931378 | https://twitter.com/firefliesai | https://www.facebook.com/firefliesapp,,0,0,,,"Artificial Intelligence (AI), Enterprise Software, Meeting Software, Messaging, Software, Software Development",,"San Francisco, CA, USA, Pleasanton, CA, USA",other,94,,,2016,https://www.crunchbase.com/organization/fireflies-3#section-overview,private,"Fireflies.ai develops an AI-powered solution for recording and transcribing meetings. It captures conversations and generates searchable notes. The focus is on applications in sectors such as business, education, and remote work.",fireflies-ai,31405
Flow Neuroscience,flowneuroscience.com,https://flowneuroscience.com,https://jobs.sequoiacap.com/companies/flow-neuroscience-2,https://jobs.sequoiacap.com/companies/flow-neuroscience-2,https://www.sequoiacap.com/companies/flow-neuroscience-2/,https://www.linkedin.com/company/17878151,https://twitter.com/flowneurosci,,https://facebook.com/flowneuroscience,instagram.com/flowneuroscience,,https://www.linkedin.com/company/17878151 | https://twitter.com/flowneurosci | https://facebook.com/flowneuroscience | instagram.com/flowneuroscience,,0,0,,,"Health Care, Medical Device, Medical Equipment Manufacturing, Neuroscience, Wearables",,"Segevang, Kirseberg, Malmö, Sweden, Malmö, Sweden, Sweden, Berlin, Germany, Skåne County, Sweden",series_unknown,37,,,2016,https://crunchbase.com/organization/flow-neuroscience,private,"Flow Neuroscience is a healthcare company that develops depression treatment devices that combine an easy-to-use brain stimulation headset with a personalized mobile app to target both the physical and behavioral elements of Major Depressive Disorder (MDD). The company's wearable stimulates a patient's left frontal lobe, the area of the brain that has often lowered activity in people suffering from depression.  Flow Neuroscience combines its wearable with a mobile app that nudges users to behaviors that will help lessen the effects of their depression, including exercise and regular sleeping patterns.  The company's hope is to make available for the public a treatment that's currently only used in clinics specialized in brain stimulation. It also wants to make the treatment affordable enough to seriously challenge a dominant pharmaceuticals industry.",flow-neuroscience-2,516423
Focal Medical,focalmedical.co,https://focalmedical.co,https://jobs.sequoiacap.com/companies/focal-medical-2,https://jobs.sequoiacap.com/companies/focal-medical-2,https://www.sequoiacap.com/companies/focal-medical-2/,https://www.linkedin.com/company/89759307,https://twitter.com/focalmedical,,,,,https://www.linkedin.com/company/89759307 | https://twitter.com/focalmedical,,0,0,,,"Biopharma, Biotechnology, Biotechnology Research, Medical Device",,"Center Court Cluster Homes, Cary, NC, USA, Walker Street Triplexes, Cary, NC, USA, Raleigh, NC, USA",acquisition,9,,,2014,https://crunchbase.com/organization/focal-medical,private,"Focal Medical, Inc. is a privately held, biopharmaceutical company developing novel therapeutic products based on its innovative and patent protected targeted therapeutic system. The Company’s lead product is a targeted therapeutic product delivering gemcitabine (an FDA approved chemotherapeutic) actively and directly to the pancreas by non-circulatory pathways to treat pancreatic cancer. Focal Medical, Inc. is formerly known as Advanced Chemotherapy Technologies, Inc. It is headquartered in Cary, North Carolina.",focal-medical-2,1104139
Formulary Financial,formulary.co,https://formulary.co,https://jobs.sequoiacap.com/companies/formulary-financial,https://jobs.sequoiacap.com/companies/formulary-financial,https://www.sequoiacap.com/companies/formulary-financial/,https://www.linkedin.com/company/formulary-financial,,,,,,https://www.linkedin.com/company/formulary-financial,,0,0,,,"Accounting, Finance, Financial Services, Tax Consulting",,"New York, NY, USA, Union Square, New York, NY, USA",seed,,,,2025,https://www.crunchbase.com/organization/formulary-financial,private,"Formulary Financial designs tools that enhance financial decision-making, streamline workflows, and optimize portfolio oversight for institutional clients. Its technology applies machine learning to improve the accuracy and efficiency of financial processes while maintaining compliance with industry standards.",formulary-financial,4428355
Fortera,forteraglobal.com,https://forteraglobal.com,https://jobs.sequoiacap.com/companies/fortera-2,https://jobs.sequoiacap.com/companies/fortera-2,https://www.sequoiacap.com/companies/fortera-2/,https://www.linkedin.com/company/38122178,,,,,,https://www.linkedin.com/company/38122178,,0,0,,,"Building Material, Chemical, Cleantech, Energy, Manufacturing, Recycling, Sustainability",,"Stokes, San Jose, CA, USA, San Jose, CA, USA, Campbell, CA, USA",series_unknown,89,,,2007,https://crunchbase.com/organization/fortera-fee4,private,"Fortera develops a process for recreating natural materials that provide significant economic savings. Their primary goal is to create more environmentally friendly concrete alternatives. One of their notable innovations is a method for capturing carbon dioxide and using it to produce a form of concrete that's less carbon-intensive than traditional methods. This approach aims to reduce the carbon footprint associated with concrete production, a major contributor to greenhouse gas emissions.",fortera-2,917234
Fountain Therapeutics,fountaintx.com,https://fountaintx.com,https://jobs.sequoiacap.com/companies/fountain-therapeutics-2,https://jobs.sequoiacap.com/companies/fountain-therapeutics-2,https://www.sequoiacap.com/companies/fountain-therapeutics-2/,https://www.linkedin.com/company/18743637,https://twitter.com/fountaintx,,,,,https://www.linkedin.com/company/18743637 | https://twitter.com/fountaintx,,0,0,,,"Biotechnology, Biotechnology Research, Health Care, Therapeutics",,"South San Francisco, CA, USA, San Francisco, CA, USA",series_a,4,,,2018,https://crunchbase.com/organization/fountain-therapeutics,private,Fountain Therapeutics is discovering and developing treatments for aging-associated diseases.  Fountain Therapeutics was founded with the belief that a future in which we live healthier lives longer is more desirable than one in which the company continues to be afflicted by the disease of aging. The company builds a transformative model of aging that re-creates many of the complex hallmark features of aging but in a laboratory dish. We are combining this powerful cellular model with the latest in Artificial Intelligence and computer vision to develop a disruptive unbiased platform for the identification of novel targets and potential therapeutics.,fountain-therapeutics-2,1104122
Fragile,tryfragile.com,https://tryfragile.com,https://jobs.sequoiacap.com/companies/fragile-2-ccd9e434-bfd4-423d-b2fa-6cc1e83a76c0,https://jobs.sequoiacap.com/companies/fragile-2-ccd9e434-bfd4-423d-b2fa-6cc1e83a76c0,https://www.sequoiacap.com/companies/fragile-2-ccd9e434-bfd4-423d-b2fa-6cc1e83a76c0/,https://www.linkedin.com/company/81927280,,,,,,https://www.linkedin.com/company/81927280,,0,0,,,"Hardware, Software, Subscription Service",,"San Francisco, CA, USA",seed,41,,,2022,https://www.crunchbase.com/organization/fragile-beea,private,"Fragile simplifies hardware subscriptions for businesses with layered financing and services, enabling seamless launch and scalable growth. The company partners with brands to turn hardware into high-margin recurring revenue services and then provides the capital and infrastructure to support them at scale.",fragile-2-ccd9e434-bfd4-423d-b2fa-6cc1e83a76c0,3587726
Fundbox,fundbox.com,https://fundbox.com,https://jobs.sequoiacap.com/companies/fundbox,https://jobs.sequoiacap.com/companies/fundbox,https://www.sequoiacap.com/companies/fundbox/,https://www.linkedin.com/company/2933801,https://twitter.com/fundbox,,https://facebook.com/fundbox,instagram.com/fundbox,,https://www.linkedin.com/company/2933801 | https://twitter.com/fundbox | https://facebook.com/fundbox | instagram.com/fundbox,,0,0,,,"Artificial Intelligence (AI), B2B, Financial Services, Fintech, Payments, Software",,"Pasquinelli Hidden Creek Estates, Plano, TX, USA, United States Minor Outlying Islands, Jaffa, Tel Aviv-Yafo, Israel, San Francisco, CA, USA, United States, Park Blvd Estates West, Plano, TX, USA, Plano, TX, USA, North America",other,206,,,2013,https://crunchbase.com/organization/fundbox,private,"Fundbox is a pioneer in embedded capital products for small and medium-sized businesses, providing fast, simple access to credit directly through the tools businesses already use. Since 2013, Fundbox has helped over 170,000 small businesses unlock more than $6.5 billion in working capital. As the capital infrastructure behind the digital SMB economy, Fundbox enables platforms to embed financial tools seamlessly into their user experiences.",fundbox,13546
Future,future.co,https://future.co,https://jobs.sequoiacap.com/companies/future-2,https://jobs.sequoiacap.com/companies/future-2,https://www.sequoiacap.com/companies/future-2/,https://www.linkedin.com/company/33275761,https://twitter.com/futurefitapp,,https://facebook.com/futurefitapp,,,https://www.linkedin.com/company/33275761 | https://twitter.com/futurefitapp | https://facebook.com/futurefitapp,,0,0,,,"Fitness, Mobile Apps, Training, Wellness and Fitness Services",,"San Francisco, CA, USA",other,494,,,2017,https://crunchbase.com/organization/future-fit,private,"Future offers one-on-one digital training with fitness coaches, at home, at the gym, or on-the-go. Future pairs its clients with coaches who have trained pro athletes, Hollywood celebrities, and working professionals.",future-2,32338
Gaiascope,gaia-scope.com,https://gaia-scope.com,https://jobs.sequoiacap.com/companies/gaiascope,https://jobs.sequoiacap.com/companies/gaiascope,https://www.sequoiacap.com/companies/gaiascope/,https://www.linkedin.com/company/14017631,,,,,,https://www.linkedin.com/company/14017631,,0,0,,,"Cleantech, Energy, Machine Learning, Power Grid, Software, Software Development, Sustainability",,"Hart's Location, NH, USA, West Street / River Street, Boston, MA, USA, Boston, MA, USA",other,10,,,2019,https://crunchbase.com/organization/gaiascope,private,"Gaiascope helps energy companies and investors transition to the future in the most economic way possible, with user-friendly software that makes the electric grid easier to understand, invest in, and profit from. Gaiascope's affordable tools are designed with a practical approach to machine learning that values transparency over 'black boxes'. Guided by a blueprint of physical reality, these tools use available data and scenario analysis to optimize real-time trading, operations, and development, addressing the stochastic nature of the grid, the increasing penetration of renewables, and the evolution of power market dynamics.",gaiascope,19082
Gather Health,gatherhealth.com,https://gatherhealth.com,https://jobs.sequoiacap.com/companies/gather-health-2,https://jobs.sequoiacap.com/companies/gather-health-2,https://www.sequoiacap.com/companies/gather-health-2/,https://www.linkedin.com/company/gather-health,,,,,,https://www.linkedin.com/company/gather-health,,0,0,,,,,"Beijing, China, Boston, MA, USA",series_a,27,,,2013,https://crunchbase.com/organization/gather-health,private,"Gather Health develops mobile health technology for healthcare providers, patients, and their family members. Our goal is to make it possible for you, your patients, and your family to be healthier in the flow of life. Our current focus is helping patients with chronic disease, specifically Diabetes and Cardiovascular Diseases. Global in perspective and local in action, the company is headquartered in Beijing with operations in Hong Kong, Bangalore, and New York.   Learn more at http://www.gatherhealth.com.",gather-health-2,537116
GEn1E Lifesciences,gen1e.com,https://gen1e.com,https://jobs.sequoiacap.com/companies/gen1e-lifesciences-2,https://jobs.sequoiacap.com/companies/gen1e-lifesciences-2,https://www.sequoiacap.com/companies/gen1e-lifesciences-2/,https://www.linkedin.com/company/18860019,https://twitter.com/gen1elifesci,,,,,https://www.linkedin.com/company/18860019 | https://twitter.com/gen1elifesci,,0,0,,,"Artificial Intelligence (AI), Biotechnology, Biotechnology Research, Health Care, Life Science, Machine Learning, Pharmaceutical",,"San Francisco, CA, USA, Palo Alto, CA, USA","other, series_unknown",11,,,2018,https://crunchbase.com/organization/gen1e-lifesciences,private,"GEn1E Lifesciences is a clinical-stage, multi-target company with a unique AI platform. They develop novel, next-generation, immunomodulatory therapies for rare and inflammatory diseases with no effective treatments. GEn1E is supercharging the drug development cycle by applying AI to multiple-mechanism-of-action protein targets and their natural platform capabilities—creating novel therapeutics at an unprecedented pace. Their AI platform has enabled them to develop a purpose-built therapy for ARDS to reduce its $20 billion cost on society (just in the USA).  GEn1E has built a rich pipeline of 21+ novel and selective immunomodulators and has plans to accelerate 2 additional devastating diseases (beyond their lead indication) to IND in the next 12 months. Their AI platform enables tremendous pace and capital efficiency as demonstrated by their progress in approximately 2 years with seed capital—a stark contrast to the typical spend of $100M+ and 7+ years exhibited in the pharmaceuticals and biotech industry.  With approximately 90% of rare diseases having no therapeutic treatment at all, GEn1E is taking a giant swing that will hopefully bring life-saving therapies to the lives of patients in need.  GEn1E’s team has decades of experience in drug development and machine learning, and they graduated from Y Combinator and Stanford-StartX in late 2019. GEn1E is based in Palo Alto, CA.",gen1e-lifesciences-2,75515
Genalyte,genalyte.com,https://genalyte.com,https://jobs.sequoiacap.com/companies/genalyte,https://jobs.sequoiacap.com/companies/genalyte,https://www.sequoiacap.com/companies/genalyte/,https://www.linkedin.com/company/1333016,https://twitter.com/genalyte,,https://facebook.com/genalyte,,,https://www.linkedin.com/company/1333016 | https://twitter.com/genalyte | https://facebook.com/genalyte,,0,0,,,"Biotechnology, Health Care, Hospital, Real Time",,"San Diego, CA, USA, Liberty Station, San Diego, CA, USA",series_c,87,,,2007,https://crunchbase.com/organization/genalyte,private,"Genalyte, Inc. is a life sciences company developing and commercializing innovative next-generation multiplexing technology. Genalyte has developed a new approach to immunodetection using silicon chip manufacturing methods. Its Maverick platform uses a technology called silicon photonics to directly measure protein binding between antibodies and antigens or hybridization of nucleic acids.",genalyte,14761
Genecis,genecis.co,https://genecis.co,https://jobs.sequoiacap.com/companies/genecis,https://jobs.sequoiacap.com/companies/genecis,https://www.sequoiacap.com/companies/genecis/,https://www.linkedin.com/company/16165093,https://twitter.com/gbioindustries,,https://www.facebook.com/genecistech/,,,https://www.linkedin.com/company/16165093 | https://twitter.com/gbioindustries | https://www.facebook.com/genecistech/,,0,0,,,"Biotechnology, Biotechnology Research, Cleantech, Waste Management",,"Scarborough, Toronto, ON, Canada, Oakridge, Scarborough, ON, Canada, Guildwood, Scarborough, ON, Canada, Corinthian, Scarborough, ON, Canada, Canada, Toronto, ON, Canada",pre_seed,12,,,2017,https://crunchbase.com/organization/genecis-envirotech,private,"Genecis is an early-stage organic waste processing startup that uses biotechnology to convert waste into biodegradable plastics and other high-value materials. It converts organic waste into PHA (Polyhydroxyalkanoate), a biodegradable, compostable, and non-toxic polymer that can be tuned to replace a wide variety of traditional plastics. PHA can be used for single-use plastics, clothing and textiles, automotive interiors, medical tools and products, and food contact applications.",genecis,18947
General Intuition,generalintuition.com,https://generalintuition.com,https://jobs.sequoiacap.com/companies/general-intuition-2,https://jobs.sequoiacap.com/companies/general-intuition-2,https://www.sequoiacap.com/companies/general-intuition-2/,https://www.linkedin.com/company/generalintuition,,,,,,https://www.linkedin.com/company/generalintuition,,0,0,,,"Artificial Intelligence (AI), Foundational AI, Generative AI, Machine Learning",,"New York, NY, USA, Union Square, New York, NY, USA",pre_seed,14,,,2025,https://crunchbase.com/organization/general-intuition,private,"General Intuition is a frontier research lab focused on teaching machines to learn and adapt through play, aiming to build Artificial Intelligence that can perceive, anticipate, and improvise in real-world dynamics, with gaming as a central domain for testing and innovation.",general-intuition-2,3893472
Genesis,genesis-ai.company,https://genesis-ai.company,https://jobs.sequoiacap.com/companies/genesis-2-7f5c00d0-9dbc-4e9d-bf59-c9e223b00737,https://jobs.sequoiacap.com/companies/genesis-2-7f5c00d0-9dbc-4e9d-bf59-c9e223b00737,https://www.sequoiacap.com/companies/genesis-2-7f5c00d0-9dbc-4e9d-bf59-c9e223b00737/,https://www.linkedin.com/company/107731588,,,,,,https://www.linkedin.com/company/107731588,,0,0,,,"Artificial Intelligence (AI), Foundational AI, Robotics",,"Boston, MA, USA, Palo Alto, CA, USA",seed,28,,,2024,https://crunchbase.com/organization/genesis-ai,private,Genesis AI operates as a physical AI lab and full-stack robotics company.,genesis-2-7f5c00d0-9dbc-4e9d-bf59-c9e223b00737,3474395
Genie AI,genieai.co,https://genieai.co,https://jobs.sequoiacap.com/companies/genie-ai,https://jobs.sequoiacap.com/companies/genie-ai,https://www.sequoiacap.com/companies/genie-ai/,https://www.linkedin.com/company/27138161,https://twitter.com/genieai,,https://En-gb.facebook.com/genieai.tech,,,https://www.linkedin.com/company/27138161 | https://twitter.com/genieai | https://En-gb.facebook.com/genieai.tech,,0,0,,,"Artificial Intelligence (AI), Information Technology, Knowledge Management, Machine Learning, Software, Software Development",,"Streetly End, Cambridge CB21 4RP, UK, Mile End, London, UK, Greater London, UK, Kingston Vale, London SW15, UK, notting hill, london, uk, London, UK",series_a,30,,,2017,https://crunchbase.com/organization/ginie-ai,private,"Genie AI has developed an artificial intelligence platform called SuperDrafter® that empowers lawyers to draft contracts using the entire knowledge of the firm. Its AI semantically understands legal contracts, enabling us to become the bridge towards smart contracts on the blockchain. The company also provides educational talks and practical training on smart contracts through the use of artificial intelligence.",genie-ai,13860
Ghost Autonomy,ghostautonomy.com,https://ghostautonomy.com,https://jobs.sequoiacap.com/companies/ghost-autonomy-2,https://jobs.sequoiacap.com/companies/ghost-autonomy-2,https://www.sequoiacap.com/companies/ghost-autonomy-2/,https://www.linkedin.com/company/28158024,https://twitter.com/ghostautonomy,,https://facebook.com/driveghost,,,https://www.linkedin.com/company/28158024 | https://twitter.com/ghostautonomy | https://facebook.com/driveghost,,0,0,,,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Machine Learning, Software, Software Development, Transportation",,"Silicon Valley, CA, USA, Mountain View, CA, USA",acquisition,59,,,2017,https://www.crunchbase.com/organization/ghost-autonomy,private,"Ghost's mission is to make self-driving accessible to everyone. The company builds autonomous driving software for automakers, based on a breakthrough in Artificial Intelligence that finally makes highway autonomy safe and scalable for the consumer car market.",ghost-autonomy-2,197465
Gigi,gigi.co,https://gigi.co,https://jobs.sequoiacap.com/companies/gigi-2-a92a106b-7c39-43ab-8a0b-f6bcb1281579,https://jobs.sequoiacap.com/companies/gigi-2-a92a106b-7c39-43ab-8a0b-f6bcb1281579,https://www.sequoiacap.com/companies/gigi-2-a92a106b-7c39-43ab-8a0b-f6bcb1281579/,https://www.linkedin.com/company/gigi-ai,,,,,,https://www.linkedin.com/company/gigi-ai,,0,0,,,Internet Services,,"San Francisco, CA, USA",seed,8,,,,https://crunchbase.com/organization/ava-291d,private,"Gigi is rebuilding the social graph for the AI era: an agent that lives across your inbox, calendar, real network, and socials. It continuously maps your context, predicts intent, and activates the right people at the right moment, like your network on autopilot.   Backed by Sequoia, OpenAI, Khosla, and Monashees.",gigi-2-a92a106b-7c39-43ab-8a0b-f6bcb1281579,4419202
GitLab,gitlab.com,https://gitlab.com,https://jobs.sequoiacap.com/companies/gitlab-com,https://jobs.sequoiacap.com/companies/gitlab-com,https://www.sequoiacap.com/companies/gitlab-com/,https://www.linkedin.com/company/5101804,https://twitter.com/gitlab,,https://facebook.com/gitlab,,,https://www.linkedin.com/company/5101804 | https://twitter.com/gitlab | https://facebook.com/gitlab,,0,0,,,"Cloud Security, DevOps, Developer Tools, Enterprise Software, IT Services and IT Consulting, Open Source, SaaS, Technology",,"Seoul, South Korea, Amsterdam, Netherlands, United States, Spencers Wood, Reading RG7, UK, Paris, France, Minato, Tokyo, Japan, San Francisco, CA, USA, Munich, Germany, Vancouver, BC, Canada, Singapore, Dublin, Ireland, Tysons, VA, USA, Sydney NSW, Australia",ipo,2375,,,2014,https://www.crunchbase.com/organization/gitlab-com,public,"GitLab Inc. is the open core company that provides GitLab, The DevOps Platform, that empowers organizations to maximize the overall return on software development by delivering software faster and efficiently while strengthening security and compliance. GitLab’s single application is easier to use, leads to faster cycle time, and allows visibility throughout and control over all stages of the DevOps lifecycle. With GitLab, every team in your organization can collaboratively plan, build, secure, and deploy software to drive business outcomes faster with complete transparency, consistency, and traceability.  Built on Open Source, GitLab works alongside its growing community, which is composed of thousands of developers and millions of users, to continuously deliver new DevOps innovations. GitLab has an estimated 30 million+ registered users (both Paid and Free) from startups to global enterprises, including Ticketmaster, Jaguar Land Rover, Nasdaq, Dish Network, and Comcast, which trust GitLab to deliver great software faster. All-remote since 2015, GitLab has more than 1,350 team members in over 65 countries.",gitlab-com,17675
Glydways,glydways.com,https://glydways.com,https://jobs.sequoiacap.com/companies/glydways,https://jobs.sequoiacap.com/companies/glydways,https://www.sequoiacap.com/companies/glydways/,https://www.linkedin.com/company/19232173,https://twitter.com/glydways,,,,,https://www.linkedin.com/company/19232173 | https://twitter.com/glydways,,0,0,,,"Autonomous Vehicles, Clean Energy, Electric Vehicle, Manufacturing, Transportation",,"South San Francisco, CA, USA",series_c,166,,,2016,https://crunchbase.com/organization/glydways,private,"Glydways develops autonomous transportation systems that combine small electric vehicles with dedicated guideways for urban mobility. The company designs a network that operates on demand, allowing passengers to travel directly between stations without fixed schedules. Its system integrates software, vehicles, and infrastructure to manage routing, traffic flow, and energy use. Glydways provides planning and deployment support for cities and transit agencies adopting automated transport solutions. The platform is designed to reduce congestion and improve accessibility through modular and scalable transit networks.",glydways,31422
Gobble,gobble.com,https://gobble.com,https://jobs.sequoiacap.com/companies/gobble,https://jobs.sequoiacap.com/companies/gobble,https://www.sequoiacap.com/companies/gobble/,https://www.linkedin.com/company/1506238,https://twitter.com/gobbleinc,,https://www.facebook.com/gobbleinc,instagram.com/gobbleinc,,https://www.linkedin.com/company/1506238 | https://twitter.com/gobbleinc | https://www.facebook.com/gobbleinc | instagram.com/gobbleinc,,0,0,,,"Cooking, Delivery, E-Commerce, Food Processing, Food and Beverage Services, Hospitality",,"San Francisco, CA, USA, Palo Alto, CA, USA",acquisition,116,,,2010,https://crunchbase.com/organization/gobble,private,"Gobble delivers gourmet 15-minute meal kits right to your doorstep. These chef-designed meals are easy to prepare, with simple recipe steps and fresh ingredients that have been chopped, portioned, and simmered so that dinner is both fast and flavorful.  Gobble combines the convenience of takeout with the health, satisfaction, and freshness of a home-cooked meal. Our Executive Chef Thomas Ricci carefully curates each recipe so that anyone can create a dynamic meal at home in just minutes - think of us as personal sous chefs! New, seasonal menus are released weekly and include dishes for every palate. Whether you're looking for global cuisine, low-calorie options, comfort classics, vegetarian recipes, or kid-friendly meals, we have you covered. Plus, we think beyond dinner with delicious options for breakfast, lunch, sides, desserts, and more!  Our CEO Ooshma Garg was inspired to help people cook up happiness even on the busiest evenings, and since founding Gobble in 2010, she has graced Forbes’ Top 30 Innovators Under 30 list. Our operations have grown rapidly, serving 47 states and spanning offices in California, Pennsylvania, and Toronto.  Find out why our customers call us a life-saver on busy weeknights. We're dedicated to helping households across the country spend less time working in the kitchen and more time at the table with the people they love. Visit www.gobble.com to check out our latest culinary creations.",gobble,567
GoodTrust,mygoodtrust.com,https://mygoodtrust.com,https://jobs.sequoiacap.com/companies/goodtrust,https://jobs.sequoiacap.com/companies/goodtrust,https://www.sequoiacap.com/companies/goodtrust/,https://www.linkedin.com/company/43266567,https://twitter.com/mygoodtrust,,https://facebook.com/mygoodtrust,instagram.com/mygoodtrust,,https://www.linkedin.com/company/43266567 | https://twitter.com/mygoodtrust | https://facebook.com/mygoodtrust | instagram.com/mygoodtrust,,0,0,,,"Document Management, Financial Services, Fintech, Information Technology, Insurance, Insurtech, Legal Tech, SaaS, Security, Software",,"Menlo Park, CA, USA, Palo Alto, CA, USA, San Francisco, CA, USA",seed,11,,,2020,https://crunchbase.com/organization/goodtrust,private,"GoodTrust is on a mission to protect everyone's digital life and legacy with Smart Online Estate Planning.   Today, 77% of all US adults say they want a Will, but only 33% have it today. With GoodTrust, anyone can now create their Will or Trust-based estate plan, including all their important Directives and linked Smart Digital Vault for their accounts, documents, photos, and devices. Fast, easy, and secure with legal documents in all 50 states.  GoodTrust has a ready-to-go solution with no IT integration that we can launch within days if you want.",goodtrust,63716
